film_id,title,year,reviews,scariness
s0596,Small Room Redux,2015,The soundtrack is doing a lot of work. The premise is tame. The score is never ominous. The atmosphere is gruesome. The cast play it hardly grisly. Every beat is tedious. The sound design is creepy.,4.2
s0597,Long Tower II,2000,"The final scene is silly. The sound design is never tedious. Ninety minutes, no padding. I saw it in a full theatre, which helped.",5.4
s0598,Blue Tower II,2024,The director clearly loves the genre. The pacing is tedious.,5.1
s0599,Cold Harbour III,2016,The score is hardly sinister. The final scene is unsettling. The soundtrack is doing a lot of work. That long hallway shot is not remotely eerie.,4.3
s0600,Small Woods,2024,The cast play it never tedious. Shot on 16mm and it shows. The first half is brutal. Every beat is grisly. The final scene is tame.,6.3
s0601,Old Signal II',2009,"Ninety minutes, no padding. Worth seeing with an audience. The cast play it never once unsettling.",4.5
s0602,Old Valley III',2023,Worth seeing with an audience. The score is gruesome. The trailer gives away too much.,5.2
s0603,Small Well Redux,2017,The third act is haunting. The trailer gives away too much. Worth seeing with an audience. The first half is boring.,5.6
s0604,Grey Signal,2012,Every beat is grisly. The soundtrack is doing a lot of work. The premise is not remotely sinister.,4.8
s0605,Green Mirror,2007,The cast is doing real work here. The first half is sinister. Every beat is haunting. The middle hour is bloody.,8.2
s0606,Pale Valley,2012,"The ending is hardly chilling. The pacing is not brutal. That long hallway shot is unsettling. The director clearly loves the genre. The score is terrifying. I saw it in a full theatre, which helped.",5.8
s0607,Near Hour Redux,2001,The pacing is chilling. The ending is never tedious. The director clearly loves the genre. The score is creepy. The atmosphere is bloody. The cast is doing real work here.,7.3
s0608,Low Field Redux,2006,The first half is sinister. The soundtrack is doing a lot of work. The sound design is terrifying.,7.0
s0609,Bright Lantern,2009,The middle hour is never once unsettling. The soundtrack is doing a lot of work. That long hallway shot is never once ominous. The final scene is gory. The ending is boring.,2.9
s0610,Near Coast II,2011,The score is eerie. The trailer gives away too much. The whole thing is ominous. The final scene is gory. The premise is silly.,6.8
s0611,Pale Bridge III,2023,The director clearly loves the genre. The cast is doing real work here. The ending is never sinister. The final scene is chilling. The score is ominous. The cast play it gruesome. The sound design is grisly.,6.4
s0612,Night Bridge III,2024,The final scene is tame. The atmosphere is grisly. The middle hour is never gory. The sound design is silly. Shot on 16mm and it shows.,4.5
s0613,Night Well III'',2018,Shot on 16mm and it shows. The ending is terrifying. The score is never once tame. The atmosphere is sinister.,8.5
s0614,Deep Room Returns,2023,The score is grisly. The sound design is terrifying. The soundtrack is doing a lot of work. The atmosphere is tame. Every beat is gruesome. The whole thing is hardly predictable. The cast is doing real work here.,7.1
s0615,Winter Hollow II,2016,"The premise is hardly creepy. That long hallway shot is hardly ominous. Worth seeing with an audience. Ninety minutes, no padding. The pacing is not chilling.",1.9
s0616,Pale Coast,2012,That long hallway shot is tame. The trailer gives away too much. The cast play it bloody. The premise is hardly eerie.,4.1
s0617,Hollow Chapel,2014,"The third act is grisly. The pacing is gory. The premise is hardly tame. The ending is tedious. Ninety minutes, no padding.",6.4
s0618,Blue Woods Redux,2019,"Ninety minutes, no padding. The cast play it eerie. The ending is bloody. The cast is doing real work here. The score is not creepy. The first half is not especially boring.",6.3
s0619,Small Chapel Returns',2022,The first half is gruesome. The ending is not remotely chilling. That long hallway shot is bloody. Every beat is predictable. The atmosphere is hardly tedious. Worth seeing with an audience.,5.0
s0620,Far Woods III,2003,"The middle hour is tedious. The ending is never once bloody. Ninety minutes, no padding. The premise is not remotely unsettling. The score is not especially eerie. The whole thing is boring.",1.8
s0621,Small Market,2012,Worth seeing with an audience. That long hallway shot is boring. The first half is chilling. The score is hardly tame. The cast play it brutal.,6.8
s0622,Small Garden,2013,"The trailer gives away too much. The ending is never tame. Ninety minutes, no padding. The first half is grisly. The sound design is not remotely predictable.",6.9
s0623,Cold Signal II,2002,The final scene is ominous. The score is gory. The trailer gives away too much. The atmosphere is gruesome. The third act is terrifying.,8.3
s0624,Green Woods,2008,The middle hour is grisly. The atmosphere is never once tedious. The cast is doing real work here.,6.0
s0625,Low Mirror Redux,2001,The pacing is not remotely brutal. The cast play it tame. The final scene is haunting. The score is not tedious. Shot on 16mm and it shows. The first half is creepy.,7.6
s0626,Old Well Redux',2009,Worth seeing with an audience. The atmosphere is bloody. The final scene is chilling. The pacing is never once boring. The cast play it haunting. The middle hour is not ominous.,7.4
s0627,Pale Field Returns,2024,"The final scene is not especially gory. The sound design is not remotely silly. The ending is tame. Ninety minutes, no padding.",5.2
s0628,Low Woods Returns,2019,The first half is sinister. The trailer gives away too much. The cast play it predictable. The atmosphere is chilling.,7.2
s0629,Bitter Ferry II,2007,The score is silly. The premise is haunting. The atmosphere is chilling. The sound design is not especially unsettling. The cast play it brutal. The trailer gives away too much. Shot on 16mm and it shows.,6.7
s0630,Green Ferry,2003,The whole thing is never once eerie. The cast is doing real work here. The score is never tedious. Every beat is bloody. Worth seeing with an audience. The atmosphere is not remotely gory. The middle hour is not especially unsettling. That long hallway shot is predictable.,4.3
s0631,Hollow Market,2007,"The first half is haunting. The whole thing is never ominous. The premise is gory. The sound design is silly. The ending is eerie. Ninety minutes, no padding.",5.9
s0632,Grey Mirror,2004,The whole thing is not eerie. Worth seeing with an audience. The cast play it never tedious. The pacing is gory. The atmosphere is boring.,4.9
s0633,Low Mirror Redux',2003,The middle hour is eerie. The cast play it chilling. Worth seeing with an audience. The final scene is never bloody. The first half is haunting.,7.6
s0634,Bright Woods III,2009,"The first half is bloody. The whole thing is chilling. The premise is brutal. The director clearly loves the genre. Ninety minutes, no padding.",7.0
s0635,Last Light III,2015,Every beat is never eerie. The trailer gives away too much. Worth seeing with an audience.,4.5
s0636,Red Garden Redux,2013,The soundtrack is doing a lot of work. The score is gruesome. The third act is not especially sinister. The whole thing is hardly bloody. The sound design is boring. The premise is never once tedious.,4.2
s0637,Pale Hour Returns,2006,The director clearly loves the genre. The sound design is unsettling. The third act is sinister. The premise is silly. The middle hour is predictable.,6.1
s0638,Bright Orchard Redux,2007,That long hallway shot is haunting. The trailer gives away too much. The atmosphere is sinister. The score is not terrifying.,6.1
s0639,Salt Lantern III,2005,Worth seeing with an audience. The ending is hardly gory. Shot on 16mm and it shows.,5.1
s0640,Grey Station II,2012,"Ninety minutes, no padding. The third act is never once boring. The first half is not especially gruesome. The premise is not remotely sinister. Shot on 16mm and it shows. The score is not haunting. The ending is brutal.",4.1
s0641,Near Tide II,2014,"The first half is eerie. The cast play it terrifying. Ninety minutes, no padding. I saw it in a full theatre, which helped.",7.3
s0642,The Tide Redux,2002,"Worth seeing with an audience. The final scene is grisly. The premise is not especially chilling. Ninety minutes, no padding. The whole thing is ominous.",6.1
s0643,Low Ferry,2022,"I saw it in a full theatre, which helped. The final scene is terrifying. The cast play it tame. The middle hour is gory.",5.9
s0644,Wild Light,2017,The whole thing is tame. Every beat is not remotely boring. The cast play it sinister. The soundtrack is doing a lot of work.,6.3
s0645,Long Valley II,2000,"The premise is haunting. The pacing is unsettling. Every beat is not especially gory. Ninety minutes, no padding. The middle hour is grisly. The sound design is not predictable. I saw it in a full theatre, which helped.",7.0
s0646,Bright Station,2000,The pacing is tedious. The trailer gives away too much. Worth seeing with an audience. The third act is not remotely silly. The ending is never eerie.,4.1
s0647,Old Orchard III,2019,The ending is not chilling. The middle hour is brutal. The whole thing is boring. The final scene is silly. Shot on 16mm and it shows. The trailer gives away too much.,3.1
s0648,Winter Orchard Redux,2003,"The first half is hardly silly. Ninety minutes, no padding. The soundtrack is doing a lot of work.",6.5
s0649,Old Woods,2005,The atmosphere is hardly brutal. The whole thing is boring. The score is haunting. The trailer gives away too much.,5.5
s0650,Small Station II,1998,The soundtrack is doing a lot of work. The director clearly loves the genre. That long hallway shot is boring.,4.7
s0651,Night Room Returns',2016,The premise is creepy. The cast is doing real work here. The sound design is sinister.,7.9
s0652,The Hollow II,1998,The sound design is predictable. The atmosphere is eerie. The whole thing is never tame. The third act is haunting. The pacing is gory. The cast is doing real work here. The cast play it not sinister.,7.0
s0653,The Ferry III,2000,The cast is doing real work here. The middle hour is gruesome. The first half is boring.,4.4
s0654,Bright Orchard Returns,2018,The whole thing is grisly. The trailer gives away too much. That long hallway shot is tame. The director clearly loves the genre. The final scene is creepy.,5.7
s0655,The Tide Returns,2020,The first half is eerie. Worth seeing with an audience. The atmosphere is terrifying. The cast play it grisly.,7.1
s0656,Old Ferry Redux',2001,The third act is hardly chilling. The final scene is never boring. The pacing is never gory. The ending is not creepy. The soundtrack is doing a lot of work. The first half is predictable. The premise is unsettling.,3.6
s0657,Deep Orchard Redux,2023,The middle hour is never unsettling. The pacing is gruesome. The trailer gives away too much. The director clearly loves the genre.,4.6
s0658,Bitter Chapel II',2011,The ending is gory. Worth seeing with an audience. The atmosphere is haunting. The score is ominous.,8.5
s0659,Old Harbour,2014,The cast is doing real work here. The atmosphere is brutal. That long hallway shot is never sinister. The third act is bloody. The premise is hardly haunting. The whole thing is not remotely creepy.,2.9
s0660,Pale Ferry,2010,The ending is chilling. The score is never once tame. The trailer gives away too much. The premise is eerie. The middle hour is never silly. The director clearly loves the genre. The cast play it creepy.,8.8
s0661,Quiet Light III',2023,"I saw it in a full theatre, which helped. The middle hour is ominous. The atmosphere is predictable. Worth seeing with an audience.",4.8
s0662,Deep House II,2021,The atmosphere is chilling. The final scene is hardly eerie. The cast is doing real work here. The score is gory. The middle hour is not remotely silly. The cast play it hardly tame.,6.8
s0663,Quiet Signal Redux,1998,"I saw it in a full theatre, which helped. The soundtrack is doing a lot of work. That long hallway shot is ominous. The atmosphere is chilling. The whole thing is boring. The ending is hardly predictable. Every beat is unsettling.",7.6
s0664,Night Tower II,2022,The first half is grisly. The final scene is not remotely tedious. The soundtrack is doing a lot of work. Every beat is not bloody.,5.4
s0665,Low Tide II,2021,The first half is gruesome. The final scene is gory. Worth seeing with an audience. The atmosphere is never chilling. That long hallway shot is never ominous.,4.1
s0666,Near House III,2001,The cast play it terrifying. The atmosphere is never once predictable. The score is haunting. The cast is doing real work here.,8.1
s0667,The House III'',2012,The whole thing is tedious. The ending is not brutal. The sound design is gruesome. Worth seeing with an audience. That long hallway shot is eerie. The cast is doing real work here. The first half is tame.,3.9
s0668,Cold Lantern,2015,The final scene is not especially brutal. The middle hour is tedious. The premise is hardly silly. The pacing is creepy. Shot on 16mm and it shows. That long hallway shot is ominous.,7.3
s0669,Salt Harbour,2011,The trailer gives away too much. The pacing is never once chilling.,4.2
s0670,Pale Garden III,2011,The cast is doing real work here. The pacing is not unsettling. The third act is not bloody. The ending is not especially silly. The score is tedious. The middle hour is haunting. The final scene is not especially eerie.,4.1
s0671,The Well,2000,"Ninety minutes, no padding. The first half is haunting. The final scene is terrifying. The pacing is grisly. The middle hour is creepy. That long hallway shot is hardly silly. Every beat is boring.",9.0
s0672,Near Door,2012,The cast play it eerie. The first half is grisly. Every beat is unsettling. The sound design is hardly gory. The premise is chilling. The cast is doing real work here.,8.6
s0673,Night Ferry II,1998,Every beat is haunting. The atmosphere is chilling. Worth seeing with an audience. The premise is boring. The first half is silly.,6.5
s0674,Pale Valley III,2008,The director clearly loves the genre. The trailer gives away too much. The atmosphere is unsettling. The score is gory. The third act is tame. Every beat is never once chilling. The middle hour is sinister.,6.4
s0675,Cold House Redux,2019,"The atmosphere is haunting. I saw it in a full theatre, which helped. The pacing is never once chilling. Shot on 16mm and it shows. The middle hour is terrifying.",7.0
s0676,Far Harbour,2001,"The score is creepy. The sound design is not remotely haunting. The ending is predictable. The cast play it brutal. Ninety minutes, no padding. Every beat is gory.",4.6
s0677,Grey Bridge II,2005,The score is sinister. The soundtrack is doing a lot of work. The sound design is not especially gory. The cast is doing real work here. Every beat is tame. The middle hour is hardly terrifying. The first half is ominous.,5.7
s0678,Black Tower Redux',2013,"Ninety minutes, no padding. The cast play it not silly. The score is boring. The whole thing is creepy. The premise is not especially terrifying. The pacing is bloody.",5.9
s0679,Small Lantern,2009,Shot on 16mm and it shows. Worth seeing with an audience. The final scene is never once predictable.,5.9
s0680,Old Ferry Returns,2010,"Shot on 16mm and it shows. The first half is sinister. Ninety minutes, no padding.",6.6
s0681,Small Bridge Returns,2014,The director clearly loves the genre. That long hallway shot is not predictable. The first half is not especially chilling.,4.7
s0682,Cold Signal III,1999,The cast play it terrifying. The director clearly loves the genre. The final scene is not grisly. The atmosphere is brutal. That long hallway shot is eerie. Shot on 16mm and it shows.,6.8
s0683,The Bridge,2000,The ending is unsettling. The middle hour is bloody. The trailer gives away too much. The first half is creepy. The score is terrifying. The pacing is grisly.,9.0
s0684,Grey Door III',2023,Worth seeing with an audience. The ending is never once ominous. The whole thing is eerie. The trailer gives away too much.,5.5
s0685,Winter Door Returns,2000,That long hallway shot is not sinister. The sound design is hardly creepy. The ending is haunting. The atmosphere is gory. The whole thing is not especially silly. The cast is doing real work here. The soundtrack is doing a lot of work. The score is never brutal.,4.9
s0686,Last Mirror III,2010,"The middle hour is terrifying. The premise is predictable. Ninety minutes, no padding. That long hallway shot is sinister. The cast is doing real work here. The sound design is ominous.",7.8
s0687,Low Chapel Returns,2022,The sound design is bloody. The premise is eerie. The final scene is never once haunting. Every beat is gory. The first half is tedious. The soundtrack is doing a lot of work. The cast is doing real work here. The third act is sinister.,5.9
s0688,Near Ferry Returns,2015,"The third act is never creepy. The sound design is never once predictable. I saw it in a full theatre, which helped. Worth seeing with an audience. The pacing is boring.",3.6
s0689,Salt Coast Returns,2021,"The middle hour is gruesome. The soundtrack is doing a lot of work. The score is chilling. Ninety minutes, no padding. The third act is ominous. The atmosphere is bloody.",8.0
s0690,Grey House,2024,"The score is brutal. I saw it in a full theatre, which helped. The sound design is predictable. The whole thing is eerie. The middle hour is haunting. The ending is not especially gruesome.",6.4
s0691,Winter Woods,2023,The ending is hardly terrifying. Worth seeing with an audience. The final scene is eerie.,4.9
s0692,Cold Bridge Returns,2021,The trailer gives away too much. The final scene is chilling. The first half is creepy. Shot on 16mm and it shows. The sound design is gruesome. That long hallway shot is hardly eerie.,6.9
s0693,Black Harbour,2000,Worth seeing with an audience. The whole thing is gory. The premise is sinister. The cast is doing real work here. The sound design is tedious.,5.5
s0694,Wild Tower III,2006,The cast is doing real work here. The premise is haunting. The cast play it eerie. The third act is not especially terrifying.,5.9
s0695,Blue Mirror,2010,The premise is chilling. The cast play it not ominous. The trailer gives away too much. The atmosphere is predictable. The third act is eerie.,5.2
s0696,Small Mirror III',2020,"The first half is not especially gruesome. That long hallway shot is bloody. I saw it in a full theatre, which helped. The final scene is unsettling. The pacing is tedious. The premise is not tame. The middle hour is sinister.",7.2
s0697,The Well Returns,2024,"The whole thing is terrifying. The middle hour is predictable. The first half is gory. The final scene is unsettling. The ending is chilling. That long hallway shot is not tame. The director clearly loves the genre. I saw it in a full theatre, which helped.",8.1
s0698,Low Bridge II,2003,The soundtrack is doing a lot of work. The trailer gives away too much. The sound design is never unsettling.,4.2
s0699,Blue Chapel,2012,The cast is doing real work here. The director clearly loves the genre. The cast play it haunting. Every beat is never once boring.,6.8
s0700,Night Bridge II,2006,Worth seeing with an audience. The ending is gruesome. The atmosphere is not remotely eerie. The first half is gory.,4.6
s0701,Black Room Returns,2022,Shot on 16mm and it shows. The pacing is chilling. The cast is doing real work here. That long hallway shot is never once gruesome.,5.3
s0702,Blue Ferry Redux,2000,The cast is doing real work here. The ending is not especially gruesome. The final scene is never once bloody. The whole thing is unsettling. The score is never once terrifying. Every beat is never once tame.,6.1
s0703,Grey Market III,2018,"The middle hour is eerie. Ninety minutes, no padding. Every beat is haunting. The cast play it ominous. I saw it in a full theatre, which helped.",8.5
s0704,Red Hollow III',2010,The soundtrack is doing a lot of work. The middle hour is sinister. The premise is haunting. The director clearly loves the genre.,7.1
s0705,Bright Orchard II,2018,"The middle hour is haunting. I saw it in a full theatre, which helped. Shot on 16mm and it shows. The score is hardly ominous.",5.1
s0706,Bitter Door,2011,"The soundtrack is doing a lot of work. Ninety minutes, no padding. The cast play it eerie. Every beat is haunting. The first half is grisly. That long hallway shot is gory.",7.5
s0707,Pale Valley Returns,2011,That long hallway shot is not haunting. The middle hour is gory. The trailer gives away too much.,4.5
s0708,Cold Garden Returns,2016,The cast is doing real work here. The director clearly loves the genre. The first half is never silly. The score is bloody. The pacing is not remotely sinister.,5.0
s0709,Bright Room III,2004,The ending is not remotely creepy. The score is not remotely gory. Worth seeing with an audience. The whole thing is not ominous.,2.6
s0710,Green House,2008,"I saw it in a full theatre, which helped. The pacing is tame. The premise is predictable. The soundtrack is doing a lot of work.",3.8
s0711,Deep House II',2014,The premise is never unsettling. Worth seeing with an audience. The first half is hardly gruesome. The pacing is silly. The whole thing is hardly terrifying. The cast play it never once brutal. The trailer gives away too much.,1.4
s0712,Blue Light II,2017,The score is chilling. The director clearly loves the genre. The middle hour is never ominous. Every beat is not remotely terrifying. The pacing is not especially grisly. The whole thing is never once silly.,3.9
s0713,Bright Well Returns,2002,"The cast play it never brutal. The director clearly loves the genre. Ninety minutes, no padding. The whole thing is hardly boring. The atmosphere is creepy.",6.3
s0714,Last Woods III,2024,The premise is terrifying. The sound design is predictable. The ending is chilling. The director clearly loves the genre. The final scene is not especially creepy.,5.4
s0715,Pale Ferry II,2001,"The cast play it silly. I saw it in a full theatre, which helped.",4.3
s0716,Quiet House II,2018,"Every beat is tedious. I saw it in a full theatre, which helped. Shot on 16mm and it shows. The score is not especially eerie. The cast play it brutal. The sound design is gory. That long hallway shot is creepy.",5.6
s0717,Long Bridge II,2002,Shot on 16mm and it shows. The soundtrack is doing a lot of work. The atmosphere is grisly.,5.5
s0718,Near Orchard,2001,"Ninety minutes, no padding. The atmosphere is ominous. Every beat is never once boring. That long hallway shot is terrifying.",7.7
s0719,Green Room,2021,Shot on 16mm and it shows. Every beat is bloody.,5.6
s0720,Far Market,2004,The soundtrack is doing a lot of work. The atmosphere is sinister. The cast is doing real work here.,6.0
s0721,Far House III,2020,The cast play it brutal. The director clearly loves the genre. The middle hour is never ominous. The atmosphere is haunting. The sound design is terrifying. The third act is not remotely gruesome. The final scene is not silly. The pacing is not predictable.,7.2
s0722,Black Door,2014,The sound design is terrifying. Shot on 16mm and it shows. The third act is hardly tame. The premise is ominous. The score is eerie.,8.4
s0723,Cold Lantern Redux,2013,"The director clearly loves the genre. The third act is sinister. I saw it in a full theatre, which helped. The whole thing is bloody. The score is terrifying.",6.9
s0724,Black Hollow III,2022,The ending is not remotely tame. The cast is doing real work here. The first half is haunting. That long hallway shot is ominous. The final scene is gory. The middle hour is not terrifying. The score is hardly silly.,8.7
s0725,Small Door II,1998,Every beat is eerie. The sound design is ominous. Shot on 16mm and it shows. The pacing is gruesome. The score is unsettling.,8.8
s0726,Long Lantern,2013,Worth seeing with an audience. The director clearly loves the genre. The whole thing is not especially eerie. The middle hour is ominous. The premise is not remotely tame. The atmosphere is bloody.,5.9
s0727,The Market II,2012,"The ending is hardly sinister. That long hallway shot is bloody. The sound design is never creepy. I saw it in a full theatre, which helped.",3.7
s0728,Bitter Market Returns,2003,The final scene is never boring. Worth seeing with an audience. The director clearly loves the genre. The whole thing is brutal. The sound design is hardly tedious.,7.1
s0729,Blue Valley Returns',2007,The score is brutal. The whole thing is haunting. The middle hour is ominous. Shot on 16mm and it shows.,7.1
s0730,Last Valley Redux,2008,Worth seeing with an audience. The pacing is boring. Shot on 16mm and it shows. The whole thing is gory. The final scene is predictable.,4.6
s0731,Grey Signal Returns,2010,"The ending is not tame. Ninety minutes, no padding. The score is terrifying.",6.9
s0732,The Tower Redux,2010,"That long hallway shot is not remotely silly. I saw it in a full theatre, which helped.",5.5
s0733,Near Orchard II,2009,The final scene is chilling. The whole thing is hardly silly. The ending is brutal. The pacing is gory. The cast is doing real work here. The atmosphere is not especially unsettling.,6.8
s0734,Near Room III',2016,"The cast play it not tedious. I saw it in a full theatre, which helped. The final scene is not especially terrifying. The score is sinister.",5.9
s0735,Near Well Redux,2017,The sound design is gory. The director clearly loves the genre. The third act is boring.,4.7
s0736,Old Ferry Redux'',2000,"The atmosphere is not remotely ominous. Ninety minutes, no padding. The middle hour is terrifying. The director clearly loves the genre. That long hallway shot is gory. Every beat is creepy.",6.8
s0737,Far Coast,2000,The cast play it haunting. The cast is doing real work here. The whole thing is hardly unsettling.,6.0
s0738,Blue Hour II,2013,The whole thing is silly. The trailer gives away too much. The third act is hardly eerie. That long hallway shot is haunting. Every beat is boring.,3.8
s0739,Grey Hour Redux'',2024,The whole thing is hardly gruesome. That long hallway shot is hardly terrifying. The final scene is never haunting. The atmosphere is silly. The soundtrack is doing a lot of work.,2.7
s0740,Black Door Returns,2003,The ending is ominous. That long hallway shot is gory. Worth seeing with an audience.,6.8
s0741,Far Lantern III,2015,"The first half is hardly tedious. The ending is never terrifying. I saw it in a full theatre, which helped. The final scene is unsettling.",6.1
s0742,Green Garden III,2013,The director clearly loves the genre. The pacing is ominous. The whole thing is brutal. The score is chilling.,7.4
s0743,Deep Station Returns,2003,The cast play it not especially haunting. The pacing is not especially brutal. Worth seeing with an audience. The middle hour is never predictable. The score is tedious. The third act is eerie. Shot on 16mm and it shows. Every beat is gruesome.,5.6
s0744,Cold Hour,2002,The cast is doing real work here. The premise is creepy. The atmosphere is not remotely terrifying. Every beat is haunting.,7.1
s0745,Salt Tower Returns,1999,"The third act is creepy. Ninety minutes, no padding. The score is gruesome. That long hallway shot is brutal. Worth seeing with an audience. The whole thing is never once unsettling.",4.9
s0746,Deep Signal III,2006,The first half is sinister. The whole thing is boring. The sound design is bloody. The soundtrack is doing a lot of work. Shot on 16mm and it shows. The middle hour is hardly terrifying. The third act is gory. The final scene is chilling.,6.2
s0747,Grey Bridge Redux,1998,"The atmosphere is bloody. Ninety minutes, no padding. The trailer gives away too much.",5.1
s0748,The Orchard Returns,2016,"The score is grisly. The final scene is sinister. Ninety minutes, no padding. The premise is gory. The soundtrack is doing a lot of work.",7.2
s0749,Old Valley III'',2019,Every beat is eerie. The sound design is not remotely terrifying. The score is grisly. The final scene is creepy. The first half is predictable. The soundtrack is doing a lot of work.,6.2
s0750,Night Garden III,2012,The third act is terrifying. The director clearly loves the genre. The final scene is gruesome. The premise is creepy.,7.6
s0751,Small Orchard Redux,2024,"The ending is ominous. I saw it in a full theatre, which helped. The sound design is never once sinister. The third act is never silly. Every beat is eerie.",5.9
s0752,Pale Hollow II',2002,The final scene is terrifying. The sound design is gory. The atmosphere is gruesome. Every beat is predictable. The trailer gives away too much.,5.9
s0753,Near Hour III,2020,Shot on 16mm and it shows. The ending is gruesome. The sound design is haunting. The director clearly loves the genre.,6.8
s0754,Quiet Station Returns,2014,"The first half is grisly. I saw it in a full theatre, which helped. The soundtrack is doing a lot of work. The atmosphere is boring.",5.0
s0755,Far Room III,2015,The director clearly loves the genre. The score is grisly.,4.7
s0756,Small Station Returns',2006,"I saw it in a full theatre, which helped. The final scene is never once gory. The middle hour is unsettling. That long hallway shot is predictable. The cast play it not remotely ominous. The pacing is hardly boring. The third act is sinister. The sound design is never once gruesome.",5.2
s0757,Black House Returns,2023,The pacing is predictable. The score is never chilling. Shot on 16mm and it shows. The soundtrack is doing a lot of work.,3.1
s0758,Black Field Returns',2019,"The premise is not especially haunting. The ending is boring. Every beat is gruesome. I saw it in a full theatre, which helped. The soundtrack is doing a lot of work. The first half is tedious.",3.2
s0759,Bitter Mirror Returns,2016,The soundtrack is doing a lot of work. Every beat is bloody.,5.3
s0760,Night Garden Returns,2010,"Ninety minutes, no padding. The cast is doing real work here. The premise is ominous. The first half is bloody. The third act is chilling. The final scene is not remotely sinister.",6.3
s0761,Last Light III',2022,The middle hour is not remotely chilling. That long hallway shot is tame. The premise is eerie. The soundtrack is doing a lot of work. The final scene is hardly gruesome. The sound design is sinister. The cast is doing real work here.,5.4
s0762,Black Light,2018,The whole thing is brutal. Worth seeing with an audience. The middle hour is chilling. The soundtrack is doing a lot of work. The cast play it grisly.,7.4
s0763,Near Market II,2009,"The middle hour is not remotely boring. The ending is chilling. Ninety minutes, no padding. The first half is grisly.",6.8
s0764,Grey Bridge Returns,2008,"The middle hour is terrifying. Every beat is eerie. The score is not brutal. Ninety minutes, no padding.",6.4
s0765,Green Tide,2017,"Every beat is gory. Ninety minutes, no padding. The ending is never eerie. The premise is not especially bloody. The director clearly loves the genre.",4.0
s0766,Black Door Redux,2009,The pacing is not remotely brutal. Worth seeing with an audience.,4.6
s0767,Night House II,2006,"Worth seeing with an audience. The cast play it never once tedious. I saw it in a full theatre, which helped.",5.3
s0768,Green Hollow II,2011,"Every beat is never chilling. I saw it in a full theatre, which helped. The third act is never once predictable. The cast play it ominous.",6.2
s0769,Pale Mirror,2002,The third act is never once silly. The atmosphere is tedious. The final scene is not remotely chilling. The premise is never haunting. Shot on 16mm and it shows. That long hallway shot is eerie. The director clearly loves the genre.,4.1
s0770,Bitter Tower III',2018,The final scene is tame. The soundtrack is doing a lot of work. Worth seeing with an audience. The score is eerie. The pacing is silly. The atmosphere is haunting.,5.7
s0771,Low Woods III'',2014,"I saw it in a full theatre, which helped. Worth seeing with an audience. Every beat is boring. The whole thing is never once brutal. The first half is gory. The final scene is silly. That long hallway shot is not sinister.",3.3
s0772,Black Signal Returns,2024,"The trailer gives away too much. That long hallway shot is grisly. Ninety minutes, no padding. The middle hour is hardly unsettling. The score is predictable. The atmosphere is bloody. The sound design is not especially eerie.",3.3
s0773,The Tower Redux',2022,The atmosphere is ominous. Every beat is terrifying. The first half is brutal. That long hallway shot is boring. The soundtrack is doing a lot of work. The cast play it bloody.,6.8
s0774,Bitter Hollow II,2024,Shot on 16mm and it shows. The final scene is never eerie. The atmosphere is bloody. The pacing is never once chilling. The third act is boring. The ending is tame. The first half is gruesome. The soundtrack is doing a lot of work.,2.3
s0775,Bitter Mirror III,2000,The soundtrack is doing a lot of work. The trailer gives away too much. The sound design is not remotely tame.,5.8
s0776,Winter Room,2016,The atmosphere is bloody. The ending is predictable. The trailer gives away too much.,4.5
s0777,Black Light Returns,2023,Shot on 16mm and it shows. The pacing is chilling. The whole thing is never once haunting.,6.2
s0778,Old Lantern,2018,"The pacing is silly. The ending is never bloody. The first half is never once boring. Ninety minutes, no padding. The atmosphere is not grisly. Worth seeing with an audience.",4.3
s0779,Bitter Orchard,2024,"The final scene is terrifying. The score is ominous. Ninety minutes, no padding. The premise is tedious.",7.6
s0780,Long Signal,2017,The soundtrack is doing a lot of work. That long hallway shot is tedious. Every beat is boring. The middle hour is not especially gory. The third act is not brutal.,3.1
s0781,The Door Redux,2001,That long hallway shot is haunting. Shot on 16mm and it shows. The final scene is hardly chilling.,4.2
s0782,The Lantern,2001,"Ninety minutes, no padding. The sound design is not grisly.",4.3
s0783,The Light Returns,2004,The cast is doing real work here. The whole thing is creepy. The director clearly loves the genre. The first half is predictable. The sound design is unsettling. The middle hour is bloody.,6.9
s0784,Winter Room III,2014,The third act is unsettling. The premise is chilling. Every beat is hardly creepy. The atmosphere is not boring. Shot on 16mm and it shows. The director clearly loves the genre.,6.8
s0785,Hollow Hollow,2008,"I saw it in a full theatre, which helped. The pacing is boring. Shot on 16mm and it shows. The atmosphere is sinister. The ending is creepy.",6.6
s0786,Bright Field Returns,2016,"The sound design is terrifying. The score is chilling. The third act is eerie. The pacing is gruesome. The soundtrack is doing a lot of work. I saw it in a full theatre, which helped.",8.9
s0787,Last Chapel Redux,2006,The cast is doing real work here. The pacing is never silly. Every beat is never creepy. The director clearly loves the genre. The premise is never gruesome. That long hallway shot is never ominous. The score is boring.,3.1
s0788,Quiet Lantern,2017,The sound design is tame. The soundtrack is doing a lot of work.,5.2
s0789,Bitter Hollow III,2022,The middle hour is hardly bloody. The trailer gives away too much. The director clearly loves the genre. The premise is silly.,4.3
