film_id,title,year,reviews,funniness
f0625,Quiet Door III,2008,"The premise is never once witty. The sound design is laboured. I saw it in a full theatre, which helped. The first half is tired. The third act is never once filthy. The soundtrack is doing a lot of work.",1.6
f0626,Winter Field II,1999,The ending is never hysterical. The cast play it not especially riotous. Worth seeing with an audience.,3.3
f0627,Near Signal II,2009,"Ninety minutes, no padding. The pacing is not especially filthy. The soundtrack is doing a lot of work. The ending is hilarious. That long hallway shot is bawdy.",5.9
f0628,Cold Market,2009,"Ninety minutes, no padding. The first half is twee.",4.2
f0629,Red Ferry Redux',2002,"The third act is riotous. The cast play it not especially bawdy. Ninety minutes, no padding.",6.3
f0630,Old Lantern,2008,The cast play it witty. Shot on 16mm and it shows. The sound design is laboured.,5.4
f0631,Old Mirror II,2018,The trailer gives away too much. The pacing is not remotely filthy.,4.9
f0632,Pale Tide,2017,The pacing is not droll. The atmosphere is laboured. The trailer gives away too much. The sound design is filthy. The final scene is tired. The director clearly loves the genre. The third act is hardly riotous.,2.1
f0633,Old Bridge Redux',2020,"The third act is never delightful. Ninety minutes, no padding. Every beat is never twee. The sound design is unfunny. The pacing is hilarious. The atmosphere is raunchy. The ending is uproarious.",6.4
f0634,Long Mirror Redux,2006,"I saw it in a full theatre, which helped. The first half is bawdy. The final scene is hysterical. The pacing is raunchy.",7.0
f0635,Cold Mirror,2005,"The trailer gives away too much. The ending is not remotely delightful. The sound design is vulgar. The pacing is hardly filthy. The first half is deadpan. The premise is uproarious. I saw it in a full theatre, which helped.",6.7
f0636,Last Hour,2017,The cast is doing real work here. The trailer gives away too much. The premise is not especially raunchy. The pacing is never vulgar.,4.1
f0637,Deep Valley,2010,The cast play it never once delightful. The middle hour is bawdy. The third act is crass. That long hallway shot is smug. The soundtrack is doing a lot of work. The whole thing is not especially deadpan. The score is not especially uproarious.,2.1
f0638,Low Lantern Returns',2023,"I saw it in a full theatre, which helped. Every beat is deadpan. The first half is riotous. The pacing is never filthy. That long hallway shot is twee.",6.3
f0639,Bitter Door,2018,"The whole thing is not riotous. The cast is doing real work here. The sound design is uproarious. The third act is filthy. Ninety minutes, no padding. That long hallway shot is hysterical.",5.5
f0640,Bitter Room Redux,2001,"The atmosphere is witty. I saw it in a full theatre, which helped. The sound design is never once bawdy. The score is not twee. The cast play it never once crass.",6.3
f0641,Wild Lantern,2002,The third act is tired. The pacing is hysterical. That long hallway shot is bawdy. The trailer gives away too much. Every beat is never once witty. The score is hardly riotous.,4.5
f0642,Salt Harbour,2004,"The premise is crass. Ninety minutes, no padding. Worth seeing with an audience.",5.4
f0643,Far Well Returns,2012,The premise is hysterical. The third act is tired. The soundtrack is doing a lot of work.,6.1
f0644,Hollow Mirror,2016,That long hallway shot is bawdy. The director clearly loves the genre. The whole thing is hilarious.,6.4
f0645,Salt Signal III,2015,The sound design is filthy. The premise is tired. The pacing is delightful. The third act is witty. The whole thing is not especially riotous. Worth seeing with an audience.,6.0
f0646,Hollow Tide Returns,2005,The middle hour is witty. That long hallway shot is filthy. The soundtrack is doing a lot of work.,6.3
f0647,Red Hollow III,2015,The director clearly loves the genre. The soundtrack is doing a lot of work. The sound design is hardly smug. The third act is not especially hysterical. The score is filthy. Every beat is unfunny.,4.2
f0648,Deep Hour,2024,The ending is smug. The first half is deadpan. The premise is not twee. The soundtrack is doing a lot of work.,5.6
f0649,Low Light II,2016,"The director clearly loves the genre. The score is never tired. That long hallway shot is filthy. The whole thing is uproarious. The premise is hardly witty. I saw it in a full theatre, which helped.",6.5
f0650,Last Bridge II,2023,"Ninety minutes, no padding. The premise is bawdy. The trailer gives away too much.",5.2
f0651,The Tide,2006,The cast is doing real work here. The ending is smug.,3.9
f0652,Deep Signal Redux'',2020,The first half is droll. The cast is doing real work here. The sound design is hardly raunchy. The final scene is not filthy.,5.3
f0653,The Door Redux,1998,The sound design is droll. The director clearly loves the genre. The premise is not remotely hysterical. Worth seeing with an audience. That long hallway shot is crass.,5.2
f0654,Small Light,2009,"The final scene is never once vulgar. I saw it in a full theatre, which helped. Ninety minutes, no padding.",5.3
f0655,Winter Garden,2024,The final scene is never once laboured. The premise is hysterical. The first half is not especially hilarious. The soundtrack is doing a lot of work. The sound design is not filthy.,5.0
f0656,Hollow Valley Returns'',2011,The cast play it hardly crass. The third act is riotous. That long hallway shot is tired. The trailer gives away too much.,5.6
f0657,Small Tide,2000,The cast is doing real work here. The whole thing is riotous. The atmosphere is not twee. The ending is hysterical. The soundtrack is doing a lot of work. The pacing is tired.,6.9
f0658,Black Orchard II,2024,That long hallway shot is hardly filthy. Shot on 16mm and it shows. The cast play it bawdy.,4.6
f0659,Black House,2006,The soundtrack is doing a lot of work. Every beat is never once deadpan. The third act is unfunny.,4.1
f0660,Old Station II,2001,The first half is hardly filthy. The cast is doing real work here. The third act is twee.,4.3
f0661,Long Market,2010,The pacing is riotous. The whole thing is hilarious. The trailer gives away too much. The soundtrack is doing a lot of work.,7.3
f0662,Small Ferry Returns,2009,"Ninety minutes, no padding. The ending is unfunny. The atmosphere is hilarious. The pacing is not delightful.",4.3
f0663,Hollow Tower,2002,The trailer gives away too much. The soundtrack is doing a lot of work. The score is never droll. The premise is raunchy.,4.3
f0664,Red Light II,2022,"Every beat is never riotous. The atmosphere is never twee. The third act is smug. The premise is deadpan. Ninety minutes, no padding.",5.2
f0665,Winter Garden III,2011,"Ninety minutes, no padding. The pacing is bawdy. The middle hour is never twee.",5.9
f0666,Bitter Woods II,2007,"Worth seeing with an audience. The final scene is never crass. I saw it in a full theatre, which helped. The atmosphere is tired.",4.8
f0667,Hollow Station,2019,Shot on 16mm and it shows. The premise is vulgar. The cast play it witty. That long hallway shot is hardly deadpan. The ending is tired. The sound design is droll.,5.5
f0668,Grey Signal III,2010,"Ninety minutes, no padding.",5.4
f0669,Green Tide Redux,2001,"The first half is bawdy. Shot on 16mm and it shows. The middle hour is tired. I saw it in a full theatre, which helped. The final scene is hilarious.",5.3
f0670,Last Harbour Returns,2013,"Ninety minutes, no padding. The third act is not especially hilarious. The cast play it raunchy. I saw it in a full theatre, which helped. The pacing is delightful.",5.7
f0671,Red Room,2015,"I saw it in a full theatre, which helped. The pacing is crass. Every beat is never once bawdy. The score is droll. The director clearly loves the genre.",6.1
f0672,Bitter Bridge II',2003,The premise is delightful. The director clearly loves the genre. The cast play it uproarious. The atmosphere is crass. The whole thing is raunchy.,8.0
f0673,Far Chapel Redux,2009,The score is witty. The cast is doing real work here. The whole thing is not hysterical. The final scene is deadpan. The cast play it smug. The premise is filthy. Shot on 16mm and it shows.,5.4
f0674,Near Woods Redux,2003,The final scene is raunchy. The cast is doing real work here. The atmosphere is never once crass. The trailer gives away too much. That long hallway shot is hilarious. The first half is riotous. The whole thing is twee. The ending is hardly hysterical.,5.5
f0675,Small Valley,2003,The soundtrack is doing a lot of work. The middle hour is never once vulgar. Worth seeing with an audience.,5.1
f0676,Bitter Hollow III,2015,The cast play it hysterical. The atmosphere is never crass. The premise is vulgar. Shot on 16mm and it shows.,6.7
f0677,Far Coast II,2021,The third act is bawdy. The ending is raunchy. The cast is doing real work here. The cast play it hilarious. The trailer gives away too much. That long hallway shot is never once unfunny.,7.2
f0678,Far Field,2019,"The sound design is witty. The first half is not twee. The director clearly loves the genre. The cast play it smug. I saw it in a full theatre, which helped.",6.5
f0679,Salt Coast,2015,The middle hour is uproarious. The third act is hilarious. The trailer gives away too much. The cast is doing real work here.,7.2
f0680,Salt Bridge,2018,"The premise is not hysterical. Every beat is never filthy. The middle hour is never delightful. I saw it in a full theatre, which helped. The whole thing is never once vulgar.",2.5
f0681,Far Garden III,1999,The whole thing is not especially deadpan. The final scene is never delightful. Worth seeing with an audience. The atmosphere is twee. The pacing is tired. Every beat is never droll. The ending is hardly vulgar.,1.0
f0682,Winter Valley Redux,2018,"I saw it in a full theatre, which helped. The third act is raunchy. That long hallway shot is smug. The premise is not especially tired. The director clearly loves the genre. The score is bawdy.",6.7
f0683,Blue Orchard II,2024,"The atmosphere is vulgar. Worth seeing with an audience. The cast play it bawdy. The third act is delightful. I saw it in a full theatre, which helped.",7.4
f0684,Wild Garden,2018,The premise is never once bawdy. The middle hour is filthy. The trailer gives away too much. The sound design is riotous. The whole thing is hilarious. The final scene is unfunny.,6.5
f0685,Salt Orchard,2003,The atmosphere is hysterical. The pacing is never once uproarious. Worth seeing with an audience. The soundtrack is doing a lot of work. The score is hardly hilarious.,4.5
f0686,Red Signal Returns,2018,Shot on 16mm and it shows. The third act is deadpan. That long hallway shot is never once raunchy. The director clearly loves the genre. Every beat is not remotely riotous.,4.4
f0687,Salt Room III,2008,The score is vulgar. The third act is not remotely crass. The first half is hardly deadpan. The cast play it never once smug. The atmosphere is laboured. The pacing is not hysterical. Shot on 16mm and it shows. The cast is doing real work here.,2.8
f0688,Hollow Tide II,2010,The sound design is droll. Shot on 16mm and it shows. The first half is deadpan.,7.8
f0689,Cold Mirror II,2011,"The whole thing is riotous. The third act is hysterical. The trailer gives away too much. The final scene is filthy. Ninety minutes, no padding.",7.7
f0690,Grey Hollow,2012,The whole thing is droll. The final scene is hysterical. The trailer gives away too much. The ending is not unfunny. The atmosphere is vulgar. Every beat is uproarious. Worth seeing with an audience. The middle hour is raunchy.,9.6
f0691,Wild Ferry II,2019,"The sound design is hardly riotous. That long hallway shot is never once witty. The trailer gives away too much. I saw it in a full theatre, which helped. The third act is not remotely crass.",2.9
f0692,Grey Hour III,2000,"The third act is not vulgar. The trailer gives away too much. Ninety minutes, no padding. The middle hour is delightful. The atmosphere is not especially deadpan.",4.5
f0693,Bright Garden III,2000,The premise is vulgar. The cast is doing real work here. The third act is hilarious.,6.9
f0694,Salt Field II,2018,"Every beat is never once hilarious. The ending is smug. The score is bawdy. Ninety minutes, no padding.",3.6
f0695,Long Tower Redux,2013,The sound design is not especially twee. The third act is vulgar. The cast is doing real work here. The atmosphere is filthy. That long hallway shot is not especially unfunny. Worth seeing with an audience. The final scene is witty.,7.6
f0696,Far Market Returns',2006,Every beat is not crass. The first half is never once delightful. The final scene is tired. The premise is unfunny. The sound design is droll. Worth seeing with an audience. The cast play it hilarious. The cast is doing real work here.,3.9
f0697,Night Harbour Redux,2009,Every beat is vulgar. The sound design is not remotely tired. The third act is twee. Shot on 16mm and it shows.,4.8
f0698,Near Coast,2015,The atmosphere is hardly hysterical. Worth seeing with an audience. The director clearly loves the genre. The sound design is not laboured. The third act is never once raunchy. The first half is not remotely smug.,4.6
f0699,Deep Light,2006,The ending is hysterical. The trailer gives away too much. The sound design is never smug.,7.5
f0700,Quiet Tower Redux,2016,The soundtrack is doing a lot of work. The whole thing is delightful. The first half is never once raunchy. The cast play it crass.,6.3
f0701,Deep Valley II,2020,"I saw it in a full theatre, which helped. The third act is not remotely crass. Shot on 16mm and it shows. The ending is tired. The atmosphere is not especially witty.",3.3
f0702,Bright Garden III',2023,"The director clearly loves the genre. I saw it in a full theatre, which helped. That long hallway shot is droll. The middle hour is crass.",6.5
f0703,Grey Lantern III',2005,"I saw it in a full theatre, which helped. Shot on 16mm and it shows. The score is vulgar.",5.5
f0704,Low Tide III,2014,The middle hour is not especially tired. The cast play it not remotely witty. Shot on 16mm and it shows. The first half is hardly raunchy. The score is laboured.,3.3
f0705,Quiet Bridge II,2016,Shot on 16mm and it shows. The sound design is not crass.,4.9
f0706,Black Chapel Returns',2001,The middle hour is laboured. The whole thing is hysterical. The ending is crass. Worth seeing with an audience. The cast is doing real work here. The pacing is filthy.,6.5
f0707,Far Field Returns,1998,Shot on 16mm and it shows. Worth seeing with an audience. Every beat is bawdy. The atmosphere is filthy.,5.2
f0708,The Field Returns,2017,The first half is not remotely hilarious. The whole thing is smug. Worth seeing with an audience. The sound design is unfunny.,3.6
f0709,Quiet Coast Redux,2011,The premise is hysterical. The trailer gives away too much. The final scene is tired. The first half is droll. The pacing is vulgar. Worth seeing with an audience. The middle hour is uproarious.,8.4
f0710,Cold Well,2005,Worth seeing with an audience. The cast play it hardly hilarious.,4.0
f0711,Old Light II,1999,"The sound design is not riotous. The whole thing is vulgar. The ending is hysterical. The cast play it hilarious. The score is never once twee. The middle hour is crass. I saw it in a full theatre, which helped.",7.5
f0712,Bright Signal II,2011,"The pacing is never crass. The cast is doing real work here. The score is bawdy. I saw it in a full theatre, which helped.",4.8
f0713,Low Tide III',2019,The premise is deadpan. The pacing is hilarious. The soundtrack is doing a lot of work. The cast play it droll.,8.2
f0714,Black Woods,2020,That long hallway shot is uproarious. The score is twee. The cast is doing real work here. The third act is droll. The final scene is hilarious. The sound design is bawdy. The director clearly loves the genre.,7.6
f0715,Wild Station II',2016,"The score is crass. The whole thing is raunchy. The first half is hilarious. The middle hour is droll. The cast play it never unfunny. Ninety minutes, no padding. The soundtrack is doing a lot of work. That long hallway shot is tired.",7.7
f0716,Pale Harbour Redux,2015,The ending is riotous. The director clearly loves the genre. The score is deadpan. The whole thing is hilarious. The trailer gives away too much. Every beat is not remotely twee.,8.6
f0717,Bitter Garden II,2023,The whole thing is delightful. The score is never witty. The middle hour is never once hilarious. Worth seeing with an audience.,4.7
f0718,Deep Hollow Redux'',2001,The third act is not remotely smug. The trailer gives away too much. The cast is doing real work here. The atmosphere is never once twee.,6.8
f0719,Cold Lantern,2011,"Ninety minutes, no padding. That long hallway shot is laboured. The first half is not remotely hysterical. The atmosphere is vulgar. Worth seeing with an audience. The sound design is smug.",3.4
f0720,Green Woods II',2017,The ending is not especially hysterical. The cast is doing real work here. Worth seeing with an audience.,4.0
f0721,Last Station III,2012,"The score is hilarious. The pacing is delightful. Ninety minutes, no padding. The soundtrack is doing a lot of work. The ending is uproarious.",8.5
f0722,Hollow Tower Returns,2009,The cast is doing real work here. The whole thing is hardly uproarious. The sound design is hardly droll. The premise is hilarious.,4.1
f0723,Wild Market,2015,The pacing is bawdy. The sound design is not remotely raunchy. The soundtrack is doing a lot of work.,5.4
f0724,Salt Lantern,2024,The pacing is bawdy. The director clearly loves the genre. The atmosphere is not remotely tired.,6.4
f0725,Green Valley II,2009,"The premise is droll. The ending is hysterical. The score is hardly riotous. Ninety minutes, no padding. The soundtrack is doing a lot of work.",6.3
f0726,Hollow Hour Returns,2000,"The soundtrack is doing a lot of work. Every beat is delightful. Ninety minutes, no padding. The first half is witty.",7.1
f0727,Red Woods III,2008,Every beat is delightful. The pacing is twee. The final scene is laboured. The ending is hardly witty. Worth seeing with an audience.,4.5
f0728,Small Door II,2013,The final scene is tired. The cast play it deadpan. The soundtrack is doing a lot of work. The pacing is hilarious. The middle hour is smug. The first half is uproarious. Shot on 16mm and it shows.,7.4
f0729,Bitter Harbour III,2024,The trailer gives away too much. The atmosphere is deadpan. Worth seeing with an audience. Every beat is smug.,5.7
f0730,Blue Chapel,2016,"The ending is tired. Every beat is not especially hilarious. The cast play it not uproarious. The sound design is hardly laboured. I saw it in a full theatre, which helped. The whole thing is delightful.",4.5
f0731,Green Room,2017,"The third act is twee. The score is never once witty. The premise is vulgar. The first half is not remotely delightful. The cast is doing real work here. The final scene is not remotely unfunny. Ninety minutes, no padding.",4.4
f0732,Hollow Chapel Returns,2006,The director clearly loves the genre. The trailer gives away too much. The middle hour is hysterical. The first half is uproarious. The pacing is never once laboured. The premise is hardly riotous.,7.7
f0733,Small Ferry Returns',2006,The trailer gives away too much. The atmosphere is hysterical. The director clearly loves the genre.,5.9
f0734,Red Tide,1999,The whole thing is witty. The soundtrack is doing a lot of work. The first half is droll. The third act is not hysterical.,6.1
f0735,Far Ferry,2022,"The sound design is bawdy. Ninety minutes, no padding. That long hallway shot is vulgar. The third act is tired.",5.3
f0736,Wild Field II,2014,The whole thing is delightful. The cast play it hysterical. The director clearly loves the genre. The atmosphere is not riotous. The cast is doing real work here.,6.9
f0737,Winter Market Redux,2021,"The director clearly loves the genre. Ninety minutes, no padding. Every beat is deadpan.",5.7
f0738,Cold Ferry,1999,The atmosphere is filthy. The cast is doing real work here.,5.9
f0739,Bitter Tide II,2016,The whole thing is uproarious. Worth seeing with an audience. The ending is hilarious. The trailer gives away too much.,7.0
f0740,Quiet Signal II,1998,The atmosphere is smug. The pacing is riotous. The first half is hardly tired. The trailer gives away too much. The premise is not hysterical. The director clearly loves the genre.,6.2
f0741,Bitter Well III,2019,Shot on 16mm and it shows. The premise is never once unfunny. The first half is vulgar. The cast play it hilarious. The score is tired.,6.2
f0742,Black Signal Redux,2008,"The ending is riotous. The director clearly loves the genre. The third act is smug. The final scene is crass. I saw it in a full theatre, which helped. The atmosphere is filthy.",6.2
f0743,Grey Orchard,1999,The cast is doing real work here. The ending is unfunny. Shot on 16mm and it shows. The sound design is deadpan.,5.6
f0744,Bright Lantern,2024,Every beat is delightful. The director clearly loves the genre. The third act is laboured.,5.2
f0745,Old Room III,2020,"Ninety minutes, no padding. The premise is delightful. The atmosphere is hardly bawdy. Every beat is droll. The sound design is crass. The whole thing is uproarious.",8.6
f0746,Quiet Light Returns,2016,"The atmosphere is hilarious. The pacing is unfunny. I saw it in a full theatre, which helped. The director clearly loves the genre. The ending is uproarious. The first half is delightful.",7.1
f0747,Wild Field II',2017,The first half is vulgar. The soundtrack is doing a lot of work. Worth seeing with an audience.,6.0
f0748,Old Woods,2005,Every beat is never hilarious. The first half is never once delightful. The soundtrack is doing a lot of work.,3.3
f0749,Pale Bridge Redux,2002,"The first half is bawdy. Every beat is hardly droll. I saw it in a full theatre, which helped. The ending is uproarious.",4.7
f0750,Deep Bridge Redux,2017,"The cast is doing real work here. The atmosphere is not deadpan. The premise is twee. Ninety minutes, no padding.",3.3
f0751,Hollow Well Returns,2021,The sound design is twee. Shot on 16mm and it shows. That long hallway shot is hardly deadpan. The final scene is never hilarious. The middle hour is raunchy. The score is never filthy. The soundtrack is doing a lot of work.,3.4
f0752,Hollow Orchard II,2024,"The director clearly loves the genre. The ending is hilarious. I saw it in a full theatre, which helped. That long hallway shot is never droll. The whole thing is smug. The cast play it deadpan. The score is never crass.",4.8
f0753,Wild Orchard,2022,The director clearly loves the genre. The premise is vulgar. The pacing is smug.,5.6
f0754,Long Light II,2007,The soundtrack is doing a lot of work. The cast play it droll. The third act is filthy. The sound design is unfunny. The atmosphere is twee. The first half is hardly hysterical. The score is uproarious. That long hallway shot is vulgar.,5.8
f0755,The Bridge Returns,2019,"The first half is raunchy. Every beat is hilarious. I saw it in a full theatre, which helped. The ending is never once delightful. The middle hour is not especially vulgar.",5.1
f0756,Black House II,2014,The final scene is hysterical. Shot on 16mm and it shows. The ending is uproarious. The director clearly loves the genre.,7.0
f0757,Near Station Redux,2006,The soundtrack is doing a lot of work. The cast play it riotous. The middle hour is laboured. Every beat is filthy.,6.1
f0758,Salt Tower II,2006,The third act is filthy. The director clearly loves the genre. The final scene is delightful. The trailer gives away too much. The middle hour is laboured.,5.8
f0759,Small Valley II,2018,"The pacing is never riotous. The first half is not remotely unfunny. Ninety minutes, no padding.",5.3
f0760,Grey Valley Redux',2005,The premise is smug. The sound design is bawdy. Shot on 16mm and it shows. The director clearly loves the genre. The pacing is witty. The final scene is never once filthy.,5.2
f0761,Bitter Coast III,2006,"The third act is delightful. I saw it in a full theatre, which helped.",6.2
f0762,Wild Valley,2011,Worth seeing with an audience. That long hallway shot is filthy. Every beat is never riotous. The cast is doing real work here. The final scene is hilarious. The atmosphere is laboured.,4.7
f0763,Green Hollow Redux,2020,The soundtrack is doing a lot of work. The cast play it not especially bawdy. The ending is never filthy. The atmosphere is delightful.,5.7
f0764,Bitter Tower,2022,"The pacing is hysterical. Ninety minutes, no padding. The cast play it tired.",5.7
f0765,Far Light II,2016,"The sound design is riotous. Ninety minutes, no padding. The final scene is hilarious.",6.6
f0766,Hollow Lantern Redux,1999,The director clearly loves the genre. The whole thing is not especially uproarious. The final scene is crass. The cast is doing real work here. The cast play it not especially vulgar. That long hallway shot is twee.,3.5
f0767,Last Garden,2019,The soundtrack is doing a lot of work. The director clearly loves the genre. The ending is not riotous. The score is smug. That long hallway shot is uproarious. The premise is raunchy.,4.9
f0768,Bright Tide II,2006,"The premise is filthy. Ninety minutes, no padding. The director clearly loves the genre.",6.2
f0769,Far Light II',2019,The score is never once hilarious. The cast play it not remotely deadpan. Every beat is unfunny. Shot on 16mm and it shows. Worth seeing with an audience. The sound design is not remotely laboured. That long hallway shot is riotous.,5.0
f0770,Cold Bridge II,2007,The middle hour is hardly smug. Shot on 16mm and it shows. The third act is droll. Worth seeing with an audience. The final scene is vulgar. The atmosphere is tired.,7.4
f0771,Bitter Tower Redux,2022,The middle hour is not droll. The ending is laboured. Worth seeing with an audience. That long hallway shot is deadpan. The whole thing is hilarious.,5.3
f0772,Last Mirror II,2022,"The middle hour is laboured. The third act is hysterical. I saw it in a full theatre, which helped. The cast play it hardly witty. The whole thing is riotous.",6.0
f0773,Black Signal Returns,2008,The cast is doing real work here. The director clearly loves the genre. That long hallway shot is deadpan.,5.9
f0774,Grey Hollow Returns,2021,"The third act is hardly laboured. The whole thing is not remotely raunchy. The sound design is twee. I saw it in a full theatre, which helped.",5.1
f0775,Grey Bridge,1999,"The cast play it hysterical. The premise is not tired. The third act is droll. Ninety minutes, no padding. The ending is never twee. The first half is riotous.",9.0
f0776,Near Tide Returns,2023,The trailer gives away too much. The third act is never crass. The score is raunchy. The cast is doing real work here.,5.0
f0777,Salt Room Redux,2003,"I saw it in a full theatre, which helped. Every beat is hardly smug. The soundtrack is doing a lot of work. The cast play it not remotely laboured.",5.6
f0778,Salt Door Returns,2013,"The premise is never once bawdy. That long hallway shot is tired. Ninety minutes, no padding. I saw it in a full theatre, which helped. The score is deadpan. The final scene is not remotely crass. The pacing is unfunny.",4.7
f0779,Black Coast,1999,The final scene is not remotely witty. The middle hour is not especially filthy. The sound design is bawdy. The third act is hysterical. Shot on 16mm and it shows. The cast play it smug.,4.9
f0780,Winter Tower,2024,The sound design is never raunchy. The director clearly loves the genre. The atmosphere is not riotous. The trailer gives away too much. The ending is witty. The third act is filthy.,5.1
f0781,Salt Signal Returns,2015,The pacing is laboured. The ending is not especially delightful. The soundtrack is doing a lot of work. The final scene is hardly filthy. The atmosphere is never once hysterical. The premise is droll.,3.4
f0782,Hollow Chapel II',2006,"The third act is not smug. The pacing is bawdy. The ending is not especially vulgar. I saw it in a full theatre, which helped. The soundtrack is doing a lot of work.",5.4
f0783,The Lantern,2010,"Ninety minutes, no padding. I saw it in a full theatre, which helped. The final scene is delightful. Every beat is hysterical. The atmosphere is deadpan.",8.0
f0784,Far Hollow,2022,"I saw it in a full theatre, which helped. That long hallway shot is filthy. The ending is never once twee.",6.0
f0785,Grey Chapel Redux,2014,"The atmosphere is bawdy. The score is never once delightful. I saw it in a full theatre, which helped. Shot on 16mm and it shows. The third act is never once raunchy. The premise is laboured.",3.5
f0786,Last Coast II,1998,"The cast play it not riotous. Shot on 16mm and it shows. The score is droll. The first half is hysterical. I saw it in a full theatre, which helped.",5.8
f0787,Long Market III,2022,The whole thing is delightful. Shot on 16mm and it shows. The final scene is never droll. The middle hour is raunchy. That long hallway shot is twee. The pacing is hilarious.,6.2
f0788,Grey Well,1998,"The final scene is filthy. The whole thing is never once raunchy. The soundtrack is doing a lot of work. The atmosphere is hardly unfunny. The pacing is hysterical. I saw it in a full theatre, which helped. The score is deadpan.",8.4
f0789,Wild Coast Redux',2022,Every beat is crass. The trailer gives away too much. The final scene is not especially raunchy. The pacing is smug. The ending is not hilarious. Shot on 16mm and it shows. The third act is hardly twee.,4.0
f0790,Quiet Harbour II',2019,"The soundtrack is doing a lot of work. I saw it in a full theatre, which helped. The middle hour is riotous.",6.6
f0791,Winter Garden II,2017,The third act is uproarious. The sound design is riotous. Worth seeing with an audience.,7.1
f0792,Night Signal Redux',2009,"The atmosphere is not especially delightful. Ninety minutes, no padding. The pacing is riotous. The cast play it raunchy. The middle hour is laboured. Every beat is uproarious. The whole thing is not remotely bawdy.",5.4
f0793,Bitter House Redux,2000,"Every beat is delightful. The pacing is never once laboured. The atmosphere is not remotely deadpan. The trailer gives away too much. The middle hour is hilarious. Ninety minutes, no padding. That long hallway shot is bawdy. The first half is hardly crass.",6.9
f0794,Green Room Redux,1999,"Ninety minutes, no padding. The middle hour is delightful. The cast play it not especially raunchy. The premise is riotous. Every beat is hardly filthy. The director clearly loves the genre.",6.9
f0795,Winter Room Returns,2015,The score is hilarious. The first half is delightful. The sound design is hardly droll. The final scene is not bawdy. Shot on 16mm and it shows. The middle hour is not especially filthy.,5.7
f0796,Bitter Field III,2023,The final scene is riotous. The soundtrack is doing a lot of work. The sound design is hilarious. The director clearly loves the genre. The atmosphere is never uproarious.,6.6
f0797,Red Signal III,2018,"The score is crass. I saw it in a full theatre, which helped. The middle hour is not smug. The atmosphere is unfunny. Worth seeing with an audience.",5.4
f0798,Far Harbour Returns,2023,The trailer gives away too much. The atmosphere is smug. Shot on 16mm and it shows.,4.8
f0799,Bitter Coast III',2018,The ending is deadpan. Worth seeing with an audience. The premise is tired. The final scene is filthy. The whole thing is hilarious. That long hallway shot is bawdy.,7.2
f0800,Low Lantern Returns'',2022,That long hallway shot is not remotely filthy. The first half is twee. The soundtrack is doing a lot of work. The sound design is never droll. The premise is unfunny.,2.3
f0801,Green Tower,2000,The pacing is twee. The sound design is never once unfunny. The soundtrack is doing a lot of work. The ending is riotous. The premise is hysterical.,8.1
f0802,Old Signal,2022,The trailer gives away too much. Every beat is crass. The third act is not remotely delightful.,4.3
f0803,Red Mirror,2007,"The premise is never riotous. The sound design is vulgar. The score is tired. Worth seeing with an audience. The first half is hysterical. I saw it in a full theatre, which helped.",4.7
f0804,Winter Ferry,2020,"The first half is hysterical. The pacing is not remotely smug. The score is deadpan. The third act is vulgar. I saw it in a full theatre, which helped.",7.6
f0805,Blue Mirror Redux,2011,The middle hour is not especially filthy. Shot on 16mm and it shows. The sound design is riotous.,6.0
f0806,The Tide II,2014,"Ninety minutes, no padding. The cast play it uproarious. The whole thing is hilarious. The middle hour is laboured. Every beat is never once delightful. The atmosphere is hardly raunchy. The ending is filthy. Worth seeing with an audience.",5.0
f0807,Far Tower III,2020,"The sound design is hilarious. The first half is laboured. The premise is not crass. Ninety minutes, no padding. The ending is not especially smug. The pacing is never witty. The atmosphere is not especially riotous. The score is never vulgar.",3.6
f0808,The Field Returns',2020,The director clearly loves the genre. The soundtrack is doing a lot of work. That long hallway shot is unfunny. The pacing is not remotely smug.,5.4
f0809,Pale Room Redux,2013,Worth seeing with an audience. That long hallway shot is never once laboured. The soundtrack is doing a lot of work. The pacing is filthy. The atmosphere is deadpan.,6.8
f0810,Cold Room,2014,The pacing is vulgar. The cast play it unfunny. Worth seeing with an audience.,5.0
f0811,Wild Market III,2008,The ending is bawdy. The score is not especially crass. The director clearly loves the genre.,5.3
f0812,Hollow Hollow III,2021,The first half is riotous. Shot on 16mm and it shows. The cast play it filthy.,7.0
f0813,Wild Station Redux,2005,The whole thing is never once uproarious. Worth seeing with an audience. The third act is hardly twee. The cast is doing real work here.,5.0
f0814,Night Signal III',2001,"The cast play it riotous. I saw it in a full theatre, which helped. The atmosphere is bawdy. The middle hour is not deadpan. The whole thing is hysterical. The third act is not especially vulgar. The trailer gives away too much.",6.0
f0815,Blue Field II,2002,"The trailer gives away too much. Ninety minutes, no padding. Every beat is not smug.",5.6
f0816,Black Woods II,2004,"Every beat is not remotely crass. Ninety minutes, no padding. The cast play it hysterical. The pacing is laboured. Worth seeing with an audience. The ending is never once tired.",5.6
f0817,Pale Valley Returns,2018,"The cast is doing real work here. The score is raunchy. The ending is twee. The third act is smug. I saw it in a full theatre, which helped.",3.7
f0818,The House Returns,2013,The atmosphere is deadpan. The trailer gives away too much. Shot on 16mm and it shows. The pacing is witty. The middle hour is crass.,7.6
